2.778784192447440546e+03 3.893592609443927710e-01
4.900418274342857330e+03 4.069400322564879491e-01
1.342404252845106612e+03 3.708061247466786781e-01
8.484634173294827633e+03 3.910830561005431139e-01
8.741865286160276810e+03 3.663515352517596746e-01
7.209890442360047928e+03 4.096751886427888456e-01
6.123628224216206945e+03 4.021482867624515123e-01
7.736075097709530382e+03 4.000129203139636269e-01
6.867655175610551851e+03 3.668516013874704162e-01
2.855751328830748207e+03 3.573289731393397006e-01
8.840546627722293124e+03 3.748943364327979588e-01
8.073753882032337060e+03 3.710116696426961069e-01
2.702730629575782586e+03 4.003789549665155989e-01
3.157270516982379377e+03 3.587641074408339792e-01
3.454267097814837598e+03 3.783238465454208943e-01
7.783209830632686135e+03 3.849675160547452735e-01
2.623812069433520264e+03 3.910323654806702187e-01
8.471924427621705036e+03 4.045771643663739203e-01
3.533796609256824468e+03 3.790951347423919260e-01
3.594940507518017512e+03 3.899898400057470460e-01
8.346974633607498617e+03 3.857788291869461705e-01
8.158900241040581932e+03 3.916324265378848257e-01
5.956891913690061301e+03 4.008060544539031600e-01
4.326472293552951669e+03 3.986795956261605101e-01
1.983413175990636773e+03 3.904028378912463015e-01
9.799511820765261291e+03 3.909563947296351705e-01
2.779562355111758734e+03 3.896315216877158094e-01
7.710657253266959742e+03 4.001478405496189938e-01
9.086739940477145865e+03 4.017169456440647934e-01
7.716671290368240079e+03 3.845027753492060163e-01
2.133187989059162192e+03 3.928278669216925811e-01
7.397240529587912533e+03 3.978320394622145151e-01
3.024915606039779050e+03 3.884628449669058070e-01
1.046973591976338685e+04 3.979541380802274486e-01
2.779107872525910807e+03 3.853669443823337648e-01
3.272931867877456170e+03 3.964832022873481243e-01
8.323999106196328285e+03 4.069094675608658784e-01
9.478553080303705428e+03 4.013939890544546141e-01
9.018820701926681068e+03 3.995568611331121178e-01
4.542689869175756940e+03 3.936427713876302081e-01
9.035299379996398784e+03 3.902795037181687188e-01
5.456728980363122901e+03 3.949551003935021787e-01
8.761828955943348774e+03 3.714173991095153782e-01
8.949470058741058892e+03 3.937360642986777459e-01
4.744805259438400753e+03 3.883359160805817112e-01
4.770469081728316269e+03 3.838068586064601884e-01
5.503318750587638533e+03 4.164773381633913862e-01
8.125818335503793605e+03 3.891242670701721140e-01
5.109402220659783779e+03 3.928103623926648136e-01
3.972612876903764118e+03 3.817573316694083396e-01
9.274470927594020395e+03 4.039286686062331100e-01
7.641364324226136887e+03 4.157115193384623431e-01
4.874976866364033413e+03 3.513125187313788089e-01
5.149376152336688392e+03 3.891487459413674466e-01
7.282969125816378437e+03 3.723390164058508756e-01
7.033188810530454248e+03 3.905538066440228384e-01
3.770162120925127965e+03 3.712866368604073597e-01
7.493723537591341483e+03 3.994182822586551662e-01
9.103142511121466669e+03 3.875292832208301896e-01
5.499756022429918630e+03 4.166493127863390433e-01
8.890405400602854570e+03 3.888781859864758328e-01
3.779803960280747106e+03 3.845790998028283392e-01
8.592832900542212883e+03 3.903196741313610940e-01
5.995236635464050778e+03 3.918030635015196106e-01
5.128752749450099145e+03 3.540651962923059282e-01
5.712320983311742566e+03 3.601178675701978693e-01
4.959534120219188480e+03 3.848629839060461189e-01
4.454130506140500984e+03 3.676822370982995580e-01
5.226478286092220515e+03 3.764622540383844584e-01
3.205182940200854773e+03 3.768282528419376054e-01
3.777148999568596082e+03 3.834369539599333798e-01
8.812137765905252309e+03 3.811164096488695585e-01
