4.032043365433757572e+03 9.472200000000000000e+04
4.096728667909927026e+03 9.721900000000000000e+04
2.858685485754364890e+03 1.045910000000000000e+05
6.755321638676094153e+03 8.386400000000000000e+04
4.090619991167224271e+03 8.668300000000000000e+04
4.390077509571242445e+03 9.502300000000000000e+04
2.559446888768523422e+03 9.826700000000000000e+04
4.158794936781982869e+03 9.638900000000000000e+04
2.668712203535805656e+03 9.230300000000000000e+04
4.456635482553983820e+03 9.584700000000000000e+04
3.092341764439007420e+03 9.198400000000000000e+04
5.873439795459437846e+03 8.578600000000000000e+04
4.910004087858434104e+03 8.914300000000000000e+04
5.098114249977052168e+03 9.194600000000000000e+04
4.144716757061712087e+03 9.317100000000000000e+04
5.003679482845154780e+03 9.120600000000000000e+04
3.369906540569543267e+03 1.026280000000000000e+05
4.268323861626171492e+03 9.800300000000000000e+04
4.114039912253691909e+03 9.655000000000000000e+04
3.989157441597931211e+03 9.789400000000000000e+04
3.839497163419919616e+03 8.937200000000000000e+04
5.099052911914427568e+03 8.927500000000000000e+04
3.784652179854914266e+03 8.173600000000000000e+04
3.172411634265930388e+03 9.597400000000000000e+04
2.894137009693367418e+03 1.002160000000000000e+05
4.723816301038875281e+03 9.207000000000000000e+04
4.103357239379419298e+03 9.572000000000000000e+04
3.572587531542039414e+03 9.056900000000000000e+04
3.010050176217137960e+03 9.896700000000000000e+04
3.395468004820950682e+03 9.997300000000000000e+04
4.381089697714020076e+03 8.820400000000000000e+04
3.479124592415304960e+03 9.993000000000000000e+04
3.739476788420928642e+03 8.551400000000000000e+04
2.973201491583765801e+03 1.017810000000000000e+05
4.330743218156496368e+03 9.501600000000000000e+04
3.885597478071693786e+03 8.043600000000000000e+04
2.639256109241294325e+03 1.051750000000000000e+05
4.138658990864941188e+03 1.007070000000000000e+05
4.651302180326230882e+03 9.805500000000000000e+04
3.281885663717733223e+03 9.474500000000000000e+04
2.317723553166000329e+03 8.428900000000000000e+04
3.130849617067691725e+03 9.358500000000000000e+04
4.838213886579126665e+03 7.857400000000000000e+04
2.654824634232469634e+03 9.968500000000000000e+04
2.194666744794466922e+03 8.926500000000000000e+04
3.602035493516626047e+03 1.023700000000000000e+05
