-3.897644839639941893e+03 8.304300000000000000e+04 1.368568091229844796e-01
-4.697950821861015720e+04 9.644600000000000000e+04 1.614374883354419143e-02
2.179363058967402594e+03 7.282300000000000000e+04 1.090040234541285180e-01
-1.181054777309095152e+04 8.749100000000000000e+04 1.255900606919568840e-01
3.379080615160013258e+04 6.750100000000000000e+04 1.219241196426719132e-01
-5.816877406673565565e+04 1.017440000000000000e+05 1.028070451328821910e-02
1.422331381217177477e+04 7.313500000000000000e+04 1.074998290832023251e-01
2.374072138341582831e+04 7.454800000000000000e+04 7.642056124912810500e-02
-3.674348753382401810e+03 7.134400000000000000e+04 1.329333931374747646e-01
1.832289368186655702e+04 7.804200000000000000e+04 1.391686527767099779e-01
-1.080072172701227146e+03 8.037300000000000000e+04 7.923058738631127973e-02
-1.712625778535508289e+04 8.326700000000000000e+04 1.401035224038335025e-01
-8.654407513114978428e+03 8.977600000000000000e+04 1.282748173231152977e-01
1.112987700232568750e+04 7.816500000000000000e+04 1.425190302565086942e-01
-1.346314867935527582e+04 9.131800000000000000e+04 1.372675704680347275e-01
-2.245197047961820863e+04 7.253600000000000000e+04 1.180930848130583577e-01
-1.578835524906419960e+04 1.019350000000000000e+05 4.152646294207096300e-02
-1.113250460774365456e+04 8.912200000000000000e+04 1.357016224950068350e-01
4.998630969154387458e+03 7.863300000000000000e+04 1.550875586585784838e-01
1.081261033103521731e+04 1.018420000000000000e+05 9.043420199917517888e-02
-4.319580919543160235e+03 8.725800000000000000e+04 1.420614728735474230e-01
9.476758108567735690e+03 7.787000000000000000e+04 1.642224219853601896e-01
-1.277836431433224243e+04 8.315700000000000000e+04 1.136284377743305152e-01
-5.776322179267680440e+03 7.687200000000000000e+04 1.426136954938078683e-01
9.607299973376748312e+03 9.299900000000000000e+04 1.116463617888364679e-01
-1.472368925978380321e+04 8.467300000000000000e+04 1.497998181238411330e-01
1.263816811782774676e+04 8.562100000000000000e+04 1.441819179874096468e-01
1.682900507276836288e+04 7.586500000000000000e+04 8.874975285045805240e-02
-1.089580605395102793e+03 8.107600000000000000e+04 7.855592283783119356e-02
3.960292546994613076e+03 7.113900000000000000e+04 6.606783901938462211e-02
5.196035202352521992e+03 8.498200000000000000e+04 1.431126591513497415e-01
-1.628391912492809024e+04 9.680700000000000000e+04 1.151569617899531606e-01
-1.436625450836055461e+04 9.746100000000000000e+04 1.090179661608232653e-01
-1.102467140634927819e+04 8.083800000000000000e+04 9.713253667829491178e-02
2.346190586929949495e+04 8.535200000000000000e+04 1.410628924922673333e-01
3.871807558860375593e+03 6.833600000000000000e+04 1.156491453992039009e-01
8.389754648666399589e+03 7.535100000000000000e+04 1.458640230388448256e-01
2.312816177650717509e+04 7.465900000000000000e+04 1.482205762198797183e-01
-1.807973556020374599e+04 7.276100000000000000e+04 7.538379076703183301e-02
-2.336379555369325772e+03 8.113200000000000000e+04 1.369866390573386550e-01
6.075954901810004230e+03 8.997800000000000000e+04 1.265642712663095359e-01
6.246388073418157546e+03 8.386300000000000000e+04 1.276844377138904862e-01
-2.336951029717972233e+03 9.003500000000000000e+04 1.275726106514133429e-01
-5.880203042853509032e+03 8.348800000000000000e+04 7.687332311230354875e-02
2.346445409891277905e+03 8.924500000000000000e+04 1.304050647095075233e-01
-1.787957031784105129e+04 9.196300000000000000e+04 8.053238802561901721e-02
2.748887381314762752e+04 8.138800000000000000e+04 1.397257580970167057e-01
-5.702711315424257009e+03 9.259700000000000000e+04 7.193537587610832063e-02
-1.102585831950991269e+04 8.069800000000000000e+04 1.580956157525589267e-01
-2.657159058004695453e+03 7.413300000000000000e+04 1.304547232676406265e-01
3.944259439523907076e+03 8.320300000000000000e+04 1.455716740982897495e-01
1.688289374713029974e+04 8.595700000000000000e+04 8.728782996149242468e-02
-6.601329460903376685e+02 9.128000000000000000e+04 7.447414548641539955e-02
1.896741610563758877e+04 7.663800000000000000e+04 9.380463999582455692e-02
1.392750628756948936e+04 7.781600000000000000e+04 9.640690860491418768e-02
5.648314325704048997e+02 8.129600000000000000e+04 1.285918126353080559e-01
8.776915333464610740e+03 7.549300000000000000e+04 1.298133601790893987e-01
7.610299648479044663e+03 7.799000000000000000e+04 1.312732401589947751e-01
1.322946588697830884e+04 8.172900000000000000e+04 1.429847422579501037e-01
-4.829702213059527821e+03 8.850800000000000000e+04 1.277737605640167917e-01
-6.496873752871189936e+03 8.424800000000000000e+04 1.384839996201689960e-01
-1.329181066255498990e+04 7.356100000000000000e+04 6.795720558448092863e-02
5.370226281016428402e+03 9.351200000000000000e+04 1.270532124219351244e-01
-9.640958475272698706e+03 8.878500000000000000e+04 1.353832291490679740e-01
-6.755494986867587613e+03 9.188500000000000000e+04 1.402840507155683758e-01
6.481186837658335207e+03 8.706900000000000000e+04 1.470442982002779786e-01
2.903166069157953098e+04 7.486000000000000000e+04 1.270237777184076711e-01
-3.178741966776426580e+03 7.406500000000000000e+04 1.144805238641734002e-01
2.811703634676038928e+04 7.807200000000000000e+04 1.281893636643098855e-01
-8.296819575165165588e+03 8.667500000000000000e+04 7.907701182578596999e-02
1.243584565948906311e+04 9.437100000000000000e+04 1.070561931101715603e-01
-1.498660912423727859e+04 8.287100000000000000e+04 1.387940292744144211e-01
-1.567767481614847566e+04 7.952800000000000000e+04 1.307464037823156122e-01
-2.336379555369325772e+03 8.113200000000000000e+04 1.369866390573386550e-01
-2.625084435612810557e+04 8.683700000000000000e+04 9.193085896564823223e-02
9.539978805292565085e+03 8.540000000000000000e+04 1.350819672131147176e-01
2.119583007123679272e+04 9.267000000000000000e+04 1.239775547642171238e-01
7.850037484615243557e+03 7.583600000000000000e+04 1.394588322168890393e-01
2.129385108277669190e+02 7.084100000000000000e+04 1.359946923391821549e-01
2.566468783043668736e+04 6.856100000000000000e+04 7.033152958679134148e-02
1.241424489967443333e+04 8.964100000000000000e+04 1.200678261063575780e-01
