1.549962940519201538e+03 8.304300000000000000e+04
1.073855531149294620e+03 9.644600000000000000e+04
-5.840200892139097277e+01 7.282300000000000000e+04
1.142807700979697927e+02 8.749100000000000000e+04
2.191553775114424207e+04 6.750100000000000000e+04
9.615525745038753485e+02 1.017440000000000000e+05
8.717114420208368983e+02 7.313500000000000000e+04
1.363627826122603074e+04 7.454800000000000000e+04
-7.976903991861854593e+01 7.134400000000000000e+04
5.879845937114942899e+03 7.804200000000000000e+04
1.769619316728862941e+03 8.037300000000000000e+04
-4.728604649634071393e+03 8.326700000000000000e+04
-1.584673007535467661e+02 8.977600000000000000e+04
5.267285500089838024e+03 7.816500000000000000e+04
-2.188394040905644943e+03 9.131800000000000000e+04
-4.068648947415603743e+03 7.253600000000000000e+04
-1.154022751023097044e+03 1.019350000000000000e+05
-1.178069814964378111e+03 8.912200000000000000e+04
3.622651253648399233e+03 7.863300000000000000e+04
2.561983066444625820e+03 1.018420000000000000e+05
6.284543107151848744e+02 8.725800000000000000e+04
5.467403784847426323e+03 7.787000000000000000e+04
-2.199492445221778326e+03 8.315700000000000000e+04
1.587465308953708472e+03 7.687200000000000000e+04
-3.085636111237961359e+02 9.299900000000000000e+04
-3.272304265084264443e+03 8.467300000000000000e+04
4.271523708427366728e+03 8.562100000000000000e+04
9.829450952847770168e+03 7.586500000000000000e+04
1.028481222856740487e+03 8.107600000000000000e+04
8.128729017128995338e+02 7.113900000000000000e+04
6.708307149911561282e+03 8.498200000000000000e+04
-1.674418496673588606e+03 9.680700000000000000e+04
-2.274295253230144226e+03 9.746100000000000000e+04
2.342627121157329100e+02 8.083800000000000000e+04
1.601705316036268414e+04 8.535200000000000000e+04
2.112635980132141412e+03 6.833600000000000000e+04
5.026034247130243784e+03 7.535100000000000000e+04
1.044255771040550644e+04 7.465900000000000000e+04
-1.901160188224115927e+03 7.276100000000000000e+04
-2.094536260596827333e+02 8.113200000000000000e+04
1.073608477493743521e+03 8.997800000000000000e+04
1.156734205188987517e+03 8.386300000000000000e+04
-5.372098997302700809e+02 9.003500000000000000e+04
-8.396334080893209375e+02 8.348800000000000000e+04
2.269805289353665557e+03 8.924500000000000000e+04
